model,role,step,emotion,normalized_freq
gpt3.5,patient,1,joy,0.022817130647817284
gpt3.5,patient,1,sadness,0.007270721307466414
gpt3.5,patient,1,fear,0.14585330407474426
gpt3.5,patient,1,anticipation,0.29164233086332114
gpt3.5,therapist,2,anger,0.0
gpt3.5,therapist,2,trust,0.3333333333333333
gpt3.5,therapist,2,surprise,0.0
gpt3.5,therapist,2,disgust,0.0
gpt3.5,therapist,2,joy,0.0
gpt3.5,therapist,2,sadness,0.0
gpt3.5,therapist,2,fear,0.3333333333333333
gpt3.5,therapist,2,anticipation,0.3333333333333333
gpt3.5,patient,2,anger,0.18923208946486308
gpt3.5,patient,2,trust,0.17583741030948502
gpt3.5,patient,2,surprise,0.06325185720345344
gpt3.5,patient,2,disgust,0.16699274101154013
gpt3.5,patient,2,joy,0.24409209003341936
gpt3.5,patient,2,sadness,0.050030016755859046
gpt3.5,patient,2,fear,0.09602021674604792
gpt3.5,patient,2,anticipation,0.014543578475331893
gpt3.5,therapist,3,anger,0.14080658839731597
gpt3.5,therapist,3,trust,0.014669590129997684
gpt3.5,therapist,3,surprise,0.1843610356799271
gpt3.5,therapist,3,disgust,0.1814572087132482
gpt3.5,therapist,3,joy,0.205382748281543
gpt3.5,therapist,3,sadness,0.04466512911352016
gpt3.5,therapist,3,fear,0.017861447446834933
gpt3.5,therapist,3,anticipation,0.21079625223761303
gpt3.5,patient,3,anger,0.11149557110775266
gpt3.5,patient,3,trust,0.2077770659737441
gpt3.5,patient,3,surprise,0.03376606625767078
gpt3.5,patient,3,disgust,0.18674561906401566
gpt3.5,patient,3,joy,0.08426674479541248
gpt3.5,patient,3,sadness,0.09790855966944963
gpt3.5,patient,3,fear,0.25945455667611644
gpt3.5,patient,3,anticipation,0.01858581645583827
gpt3.5,therapist,4,anger,0.213245023632215
gpt3.5,therapist,4,trust,0.04214163233870718
gpt3.5,therapist,4,surprise,0.14652735974873807
gpt3.5,therapist,4,disgust,0.18013435885993878
gpt3.5,therapist,4,joy,0.12311550521303864
gpt3.5,therapist,4,sadness,0.10482651552101219
gpt3.5,therapist,4,fear,0.14367352020911556
gpt3.5,therapist,4,anticipation,0.0463360844772345
gpt3.5,patient,4,anger,0.1716212856485595
gpt3.5,patient,4,trust,0.19342591922845348
gpt3.5,patient,4,surprise,0.08625320514437924
gpt3.5,patient,4,disgust,0.13411662657017454
gpt3.5,patient,4,joy,0.18227616340407532
gpt3.5,patient,4,sadness,0.03976567224905734
gpt3.5,patient,4,fear,0.18894815853076594
gpt3.5,patient,4,anticipation,0.003592969224534443
gpt3.5,therapist,5,anger,0.1586323972259633
gpt3.5,therapist,5,trust,0.09664890318013312
gpt3.5,therapist,5,surprise,0.07972526629648002
gpt3.5,therapist,5,disgust,0.12396621957635759
gpt3.5,therapist,5,joy,0.2651238278448037
gpt3.5,therapist,5,sadness,0.15173659491988956
gpt3.5,therapist,5,fear,0.010144384262876976
gpt3.5,therapist,5,anticipation,0.11402240669349557
gpt3.5,patient,5,anger,0.11324852500988822
gpt3.5,patient,5,trust,0.16720510542306938
gpt3.5,patient,5,surprise,0.10409947375721186
gpt3.5,patient,5,disgust,0.07608429235864762
gpt3.5,patient,5,joy,0.18197082772611353
gpt3.5,patient,5,sadness,0.13931244918964736
gpt3.5,patient,5,fear,0.07019588249418257
gpt3.5,patient,5,anticipation,0.14788344404123951
gpt3.5,therapist,6,anger,0.11711066078893384
gpt3.5,therapist,6,trust,0.047723387470251954
gpt3.5,therapist,6,surprise,0.16009916919772393
gpt3.5,therapist,6,disgust,0.24524526050467674
gpt3.5,therapist,6,joy,0.05596442120312688
gpt3.5,therapist,6,sadness,0.11127751809573791
gpt3.5,therapist,6,fear,0.016574193252341125
gpt3.5,therapist,6,anticipation,0.2460053894872077
gpt3.5,patient,6,anger,0.1021435898048531
gpt3.5,patient,6,trust,0.036248570478410645
gpt3.5,patient,6,surprise,0.3623565395381812
gpt3.5,patient,6,disgust,0.06805972166660815
gpt3.5,patient,6,joy,0.10589910309669967
gpt3.5,patient,6,sadness,0.16185370560941206
gpt3.5,patient,6,fear,0.12358229698658255
gpt3.5,patient,6,anticipation,0.039856472819252725
gpt3.5,therapist,7,anger,0.06884438563058937
gpt3.5,therapist,7,trust,0.15281356907617374
gpt3.5,therapist,7,surprise,0.12212229735356563
gpt3.5,therapist,7,disgust,0.06654515626311802
gpt3.5,therapist,7,joy,0.28211091053727044
gpt3.5,therapist,7,sadness,0.03339166976070812
gpt3.5,therapist,7,fear,0.028086586745833825
gpt3.5,therapist,7,anticipation,0.24608542463274094
gpt3.5,patient,7,anger,0.1981814596522802
gpt3.5,patient,7,trust,0.050697022252975434
gpt3.5,patient,7,surprise,0.17627463402808005
gpt3.5,patient,7,disgust,0.14784503282896008
gpt3.5,patient,7,joy,0.0940315739998119
gpt3.5,patient,7,sadness,0.10887575298557786
gpt3.5,patient,7,fear,0.03456828436384344
gpt3.5,patient,7,anticipation,0.189526239888471
gpt3.5,therapist,8,anger,0.05014066436058331
gpt3.5,therapist,8,trust,0.007197751286888076
gpt3.5,therapist,8,surprise,0.10777588055371891
gpt3.5,therapist,8,disgust,0.22229664081777448
gpt3.5,therapist,8,joy,0.04115698680197725
gpt3.5,therapist,8,sadness,0.07569316874765233
gpt3.5,therapist,8,fear,0.2000318846768879
gpt3.5,therapist,8,anticipation,0.2957070227545177
gpt3.5,patient,8,anger,0.1392984187755614
gpt3.5,patient,8,trust,0.025783240632359768
gpt3.5,patient,8,surprise,0.2595978083751287
gpt3.5,patient,8,disgust,0.0935855157344588
gpt3.5,patient,8,joy,0.11499779179589403
gpt3.5,patient,8,sadness,0.12128351535831625
gpt3.5,patient,8,fear,0.17819649066373383
gpt3.5,patient,8,anticipation,0.06725721866454712
gpt3.5,therapist,9,anger,0.14794968763058935
gpt3.5,therapist,9,trust,0.10930499580276014
gpt3.5,therapist,9,surprise,0.04741412983764412
gpt3.5,therapist,9,disgust,0.13127640331680493
gpt3.5,therapist,9,joy,0.11686282719224635
gpt3.5,therapist,9,sadness,0.11894245974080975
gpt3.5,therapist,9,fear,0.14229139219872566
gpt3.5,therapist,9,anticipation,0.1859581042804197
gpt3.5,patient,9,anger,0.15523994083371817
gpt3.5,patient,9,trust,0.068251872024716
gpt3.5,patient,9,surprise,0.08417083582616704
gpt3.5,patient,9,disgust,0.20517918145434216
gpt3.5,patient,9,joy,0.04648597359241901
gpt3.5,patient,9,sadness,0.14502501510682317
gpt3.5,patient,9,fear,0.1883122592481349
gpt3.5,patient,9,anticipation,0.10733492191367952
gpt3.5,therapist,0,anger,0.15187021202471926
gpt3.5,therapist,0,trust,0.04150593258739085
gpt3.5,therapist,0,surprise,0.09156397278146486
gpt3.5,therapist,0,disgust,0.13402178803675233
gpt3.5,therapist,0,joy,0.0852214617923943
gpt3.5,therapist,0,sadness,0.1477024353686794
gpt3.5,therapist,0,fear,0.07706203909242106
gpt3.5,therapist,0,anticipation,0.27105215831617796
gpt3.5,patient,0,anger,0.0
gpt3.5,patient,0,trust,0.0
gpt3.5,patient,0,surprise,0.0
gpt3.5,patient,0,disgust,0.0
gpt3.5,patient,0,joy,0.0
gpt3.5,patient,0,sadness,0.0
gpt3.5,patient,0,fear,0.0
gpt3.5,patient,0,anticipation,0.0
gpt3.5,therapist,1,anger,0.0
gpt3.5,therapist,1,trust,0.0
gpt3.5,therapist,1,surprise,0.0
gpt3.5,therapist,1,disgust,0.0
gpt3.5,therapist,1,joy,0.0
gpt3.5,therapist,1,sadness,0.0
gpt3.5,therapist,1,fear,0.0
gpt3.5,therapist,1,anticipation,1.0
gpt3.5,patient,1,anger,0.0
gpt3.5,patient,1,trust,0.5
gpt3.5,patient,1,surprise,0.0
gpt3.5,patient,1,disgust,0.0
gpt3.5,patient,1,joy,0.0
gpt3.5,patient,1,sadness,0.5
gpt3.5,patient,1,fear,0.0
gpt3.5,patient,1,anticipation,0.0
gpt3.5,therapist,2,anger,0.18223210166042414
gpt3.5,therapist,2,trust,0.016669826918840818
gpt3.5,therapist,2,surprise,0.09158597541679625
gpt3.5,therapist,2,disgust,0.1424086449132968
gpt3.5,therapist,2,joy,0.028495261576725897
gpt3.5,therapist,2,sadness,0.17431041246675577
gpt3.5,therapist,2,fear,0.10614190185117633
gpt3.5,therapist,2,anticipation,0.2581558751959839
gpt3.5,patient,2,anger,0.003347609963937129
gpt3.5,patient,2,trust,0.22260267653110788
gpt3.5,patient,2,surprise,0.0992638132527026
gpt3.5,patient,2,disgust,0.1543470500795854
gpt3.5,patient,2,joy,0.08944349594377352
gpt3.5,patient,2,sadness,0.07157960032960894
gpt3.5,patient,2,fear,0.21744948134327072
gpt3.5,patient,2,anticipation,0.14196627255601366
gpt3.5,therapist,3,anger,0.006968219194849501
gpt3.5,therapist,3,trust,0.1410406044272089
gpt3.5,therapist,3,surprise,0.05064725323746624
gpt3.5,therapist,3,disgust,0.0891253421984883
gpt3.5,therapist,3,joy,0.4205081388234826
gpt3.5,therapist,3,sadness,0.14685748638450524
gpt3.5,therapist,3,fear,0.11697524722390419
gpt3.5,therapist,3,anticipation,0.027877708510095234
gpt3.5,patient,3,anger,0.08569986888435663
gpt3.5,patient,3,trust,0.10622805108488899
gpt3.5,patient,3,surprise,0.1981133629385299
gpt3.5,patient,3,disgust,0.038463727289934635
gpt3.5,patient,3,joy,0.07895798801508311
gpt3.5,patient,3,sadness,0.14398642276776477
gpt3.5,patient,3,fear,0.10155379384503625
gpt3.5,patient,3,anticipation,0.24699678517440568
gpt3.5,therapist,4,anger,0.08882521403760874
gpt3.5,therapist,4,trust,0.1766576822959524
gpt3.5,therapist,4,surprise,0.10469535237370002
gpt3.5,therapist,4,disgust,0.2939468722868782
gpt3.5,therapist,4,joy,0.09046956353979885
gpt3.5,therapist,4,sadness,0.052162060709990424
gpt3.5,therapist,4,fear,0.13784698784688212
gpt3.5,therapist,4,anticipation,0.055396266909189244
gpt3.5,patient,4,anger,0.20266765924757157
gpt3.5,patient,4,trust,0.22291899563243792
gpt3.5,patient,4,surprise,0.11704914225417866
gpt3.5,patient,4,disgust,0.09491057229496103
gpt3.5,patient,4,joy,0.05134364256986601
gpt3.5,patient,4,sadness,0.04175717369777211
gpt3.5,patient,4,fear,0.20937431550406527
gpt3.5,patient,4,anticipation,0.05997849879914738
gpt3.5,therapist,5,anger,0.10408522586142879
gpt3.5,therapist,5,trust,0.1553428775370151
gpt3.5,therapist,5,surprise,0.040325063841913006
gpt3.5,therapist,5,disgust,0.16379915810789827
gpt3.5,therapist,5,joy,0.23016592560382176
gpt3.5,therapist,5,sadness,0.07481646797406025
gpt3.5,therapist,5,fear,0.13462731568909778
gpt3.5,therapist,5,anticipation,0.09683796538476512
gpt3.5,patient,5,anger,0.004746552158719863
gpt3.5,patient,5,trust,0.09607283678819199
gpt3.5,patient,5,surprise,0.3683652476035893
gpt3.5,patient,5,disgust,0.06938244680470218
gpt3.5,patient,5,joy,0.08609701614721423
gpt3.5,patient,5,sadness,0.2766661987401571
gpt3.5,patient,5,fear,0.07968020188541211
gpt3.5,patient,5,anticipation,0.01898949987201336
gpt3.5,therapist,6,anger,0.18682054097003953
gpt3.5,therapist,6,trust,0.11298837009118447
gpt3.5,therapist,6,surprise,0.047089862296225055
gpt3.5,therapist,6,disgust,0.17406968471055784
gpt3.5,therapist,6,joy,0.16066916559121514
gpt3.5,therapist,6,sadness,0.05432700867090866
gpt3.5,therapist,6,fear,0.11405797524953133
gpt3.5,therapist,6,anticipation,0.14997739242033806
gpt3.5,patient,6,anger,0.004746552158719863
gpt3.5,patient,6,trust,0.09607283678819199
gpt3.5,patient,6,surprise,0.3683652476035893
gpt3.5,patient,6,disgust,0.06938244680470218
gpt3.5,patient,6,joy,0.08609701614721423
gpt3.5,patient,6,sadness,0.2766661987401571
gpt3.5,patient,6,fear,0.07968020188541211
gpt3.5,patient,6,anticipation,0.01898949987201336
gpt3.5,therapist,7,anger,0.18682054097003953
gpt3.5,therapist,7,trust,0.11298837009118447
gpt3.5,therapist,7,surprise,0.047089862296225055
gpt3.5,therapist,7,disgust,0.17406968471055784
gpt3.5,therapist,7,joy,0.16066916559121514
gpt3.5,therapist,7,sadness,0.05432700867090866
gpt3.5,therapist,7,fear,0.11405797524953133
gpt3.5,therapist,7,anticipation,0.14997739242033806
gpt3.5,patient,7,anger,0.16686127788133615
gpt3.5,patient,7,trust,0.15505010311178477
gpt3.5,patient,7,surprise,0.10060222674687708
gpt3.5,patient,7,disgust,0.14725104098830208
gpt3.5,patient,7,joy,0.027968492344680202
gpt3.5,patient,7,sadness,0.1622821011653807
gpt3.5,patient,7,fear,0.08466881126767578
gpt3.5,patient,7,anticipation,0.15531594649396324
gpt3.5,therapist,8,anger,0.1271909701516911
gpt3.5,therapist,8,trust,0.28973400217183665
gpt3.5,therapist,8,surprise,0.09152479058206417
gpt3.5,therapist,8,disgust,0.13226642282773904
gpt3.5,therapist,8,joy,0.07287999542848429
gpt3.5,therapist,8,sadness,0.11370107196079918
gpt3.5,therapist,8,fear,0.10405631432993791
gpt3.5,therapist,8,anticipation,0.06864643254744768
gpt3.5,patient,8,anger,0.1657522302378149
gpt3.5,patient,8,trust,0.18681119522416717
gpt3.5,patient,8,surprise,0.08330354281995572
gpt3.5,patient,8,disgust,0.12953014471352203
gpt3.5,patient,8,joy,0.17604273554555705
gpt3.5,patient,8,sadness,0.15854692645688132
gpt3.5,patient,8,fear,0.0965431271066579
gpt3.5,patient,8,anticipation,0.0034700978954437457
gpt3.5,therapist,9,anger,0.13764114926352727
gpt3.5,therapist,9,trust,0.2499492957756893
gpt3.5,therapist,9,surprise,0.048193093935675994
gpt3.5,therapist,9,disgust,0.10277178135221307
gpt3.5,therapist,9,joy,0.12453565834095381
gpt3.5,therapist,9,sadness,0.09837508768638613
gpt3.5,therapist,9,fear,0.06858455546506673
gpt3.5,therapist,9,anticipation,0.16994937818048772
gpt3.5,patient,9,anger,0.0
gpt3.5,patient,9,trust,1.0
gpt3.5,patient,9,surprise,0.0
gpt3.5,patient,9,disgust,0.0
gpt3.5,patient,9,joy,0.0
gpt3.5,patient,9,sadness,0.0
gpt3.5,patient,9,fear,0.0
gpt3.5,patient,9,anticipation,0.0
gpt3.5,therapist,0,anger,0.0
gpt3.5,therapist,0,trust,0.0
gpt3.5,therapist,0,surprise,0.0
gpt3.5,therapist,0,disgust,0.0
gpt3.5,therapist,0,joy,0.0
gpt3.5,therapist,0,sadness,0.0
gpt3.5,therapist,0,fear,1.0
gpt3.5,therapist,0,anticipation,0.0
gpt3.5,patient,0,anger,0.0
gpt3.5,patient,0,trust,1.0
gpt3.5,patient,0,surprise,0.0
gpt3.5,patient,0,disgust,0.0
gpt3.5,patient,0,joy,0.0
gpt3.5,patient,0,sadness,0.0
gpt3.5,patient,0,fear,0.0
gpt3.5,patient,0,anticipation,0.0
gpt3.5,therapist,1,anger,0.0
gpt3.5,therapist,1,trust,0.0
gpt3.5,therapist,1,surprise,0.0
gpt3.5,therapist,1,disgust,0.0
gpt3.5,therapist,1,joy,0.0
gpt3.5,therapist,1,sadness,1.0
gpt3.5,therapist,1,fear,0.0
gpt3.5,therapist,1,anticipation,0.0
gpt3.5,patient,1,anger,0.0
gpt3.5,patient,1,trust,0.0
gpt3.5,patient,1,surprise,0.0
gpt3.5,patient,1,disgust,0.0
gpt3.5,patient,1,joy,0.0
gpt3.5,patient,1,sadness,0.0
gpt3.5,patient,1,fear,0.0
gpt3.5,patient,1,anticipation,0.0
gpt3.5,therapist,2,anger,0.0
gpt3.5,therapist,2,trust,0.5
gpt3.5,therapist,2,surprise,0.0
gpt3.5,therapist,2,disgust,0.0
gpt3.5,therapist,2,joy,0.0
gpt3.5,therapist,2,sadness,0.5
gpt3.5,therapist,2,fear,0.0
gpt3.5,therapist,2,anticipation,0.0
gpt3.5,patient,2,anger,0.0
gpt3.5,patient,2,trust,0.0
gpt3.5,patient,2,surprise,0.0
gpt3.5,patient,2,disgust,0.0
gpt3.5,patient,2,joy,1.0
gpt3.5,patient,2,sadness,0.0
gpt3.5,patient,2,fear,0.0
gpt3.5,patient,2,anticipation,0.0
gpt3.5,therapist,3,anger,0.11290212133453331
gpt3.5,therapist,3,trust,0.08835166301210536
gpt3.5,therapist,3,surprise,0.1080576823393695
gpt3.5,therapist,3,disgust,0.051444957170837136
gpt3.5,therapist,3,joy,0.1814067870376684
gpt3.5,therapist,3,sadness,0.1434672723806886
gpt3.5,therapist,3,fear,0.28952367895105235
gpt3.5,therapist,3,anticipation,0.024845837773745275
gpt3.5,patient,3,anger,0.0
gpt3.5,patient,3,trust,0.0
gpt3.5,patient,3,surprise,0.0
gpt3.5,patient,3,disgust,0.0
gpt3.5,patient,3,joy,0.0
gpt3.5,patient,3,sadness,0.0
gpt3.5,patient,3,fear,0.0
gpt3.5,patient,3,anticipation,0.0
gpt3.5,therapist,4,anger,0.0
gpt3.5,therapist,4,trust,0.0
gpt3.5,therapist,4,surprise,0.0
gpt3.5,therapist,4,disgust,0.0
gpt3.5,therapist,4,joy,0.0
gpt3.5,therapist,4,sadness,0.5
gpt3.5,therapist,4,fear,0.5
gpt3.5,therapist,4,anticipation,0.0
gpt3.5,patient,4,anger,0.1761686203930343
gpt3.5,patient,4,trust,0.11333252764836993
gpt3.5,patient,4,surprise,0.12105099747269951
gpt3.5,patient,4,disgust,0.1488148278689543
gpt3.5,patient,4,joy,0.10170970620059928
gpt3.5,patient,4,sadness,0.07476695993251067
gpt3.5,patient,4,fear,0.11869334820166426
gpt3.5,patient,4,anticipation,0.14546301228216788
gpt3.5,therapist,5,anger,0.14287142732911315
gpt3.5,therapist,5,trust,0.06580395865528896
gpt3.5,therapist,5,surprise,0.0035980608084193767
gpt3.5,therapist,5,disgust,0.20759759973793476
gpt3.5,therapist,5,joy,0.1179474885500856
gpt3.5,therapist,5,sadness,0.17575300392390616
gpt3.5,therapist,5,fear,0.09986251034227779
gpt3.5,therapist,5,anticipation,0.1865659506529742
gpt3.5,patient,5,anger,0.1193419359314556
gpt3.5,patient,5,trust,0.1345044326687734
gpt3.5,patient,5,surprise,0.05997871676187157
gpt3.5,patient,5,disgust,0.09326196220355065
gpt3.5,patient,5,joy,0.3448696828232954
gpt3.5,patient,5,sadness,0.11415410285701004
gpt3.5,patient,5,fear,0.13139068935727002
gpt3.5,patient,5,anticipation,0.0024984773967731914
gpt3.5,therapist,6,anger,0.0
gpt3.5,therapist,6,trust,0.0
gpt3.5,therapist,6,surprise,0.0
gpt3.5,therapist,6,disgust,0.0
gpt3.5,therapist,6,joy,0.0
gpt3.5,therapist,6,sadness,0.5
gpt3.5,therapist,6,fear,0.5
gpt3.5,therapist,6,anticipation,0.0
gpt3.5,patient,6,anger,0.06194995176329666
gpt3.5,patient,6,trust,0.12138062697561457
gpt3.5,patient,6,surprise,0.023391536642088023
gpt3.5,patient,6,disgust,0.05590055808755727
gpt3.5,patient,6,joy,0.3144653237553228
gpt3.5,patient,6,sadness,0.23116393842498076
gpt3.5,patient,6,fear,0.07339504470935088
gpt3.5,patient,6,anticipation,0.11835301964178897
gpt3.5,therapist,7,anger,0.07247085644021328
gpt3.5,therapist,7,trust,0.027766777315260605
gpt3.5,therapist,7,surprise,0.11348672974004634
gpt3.5,therapist,7,disgust,0.2379764236762659
gpt3.5,therapist,7,joy,0.012007965870982478
gpt3.5,therapist,7,sadness,0.3609932069406962
gpt3.5,therapist,7,fear,0.08410219232935494
gpt3.5,therapist,7,anticipation,0.0911958476871801
gpt3.5,patient,7,anger,0.0
gpt3.5,patient,7,trust,1.0
gpt3.5,patient,7,surprise,0.0
gpt3.5,patient,7,disgust,0.0
gpt3.5,patient,7,joy,0.0
gpt3.5,patient,7,sadness,0.0
gpt3.5,patient,7,fear,0.0
gpt3.5,patient,7,anticipation,0.0
gpt3.5,therapist,8,anger,0.16167298569520921
gpt3.5,therapist,8,trust,0.14319396604004492
gpt3.5,therapist,8,surprise,0.05019418892714574
gpt3.5,therapist,8,disgust,0.11547881358267752
gpt3.5,therapist,8,joy,0.12032437938097165
gpt3.5,therapist,8,sadness,0.03001529623897155
gpt3.5,therapist,8,fear,0.12926994370905429
gpt3.5,therapist,8,anticipation,0.24985042642592525
gpt3.5,patient,8,anger,0.18812336794278955
gpt3.5,patient,8,trust,0.09343701272254963
gpt3.5,patient,8,surprise,0.1033843392066395
gpt3.5,patient,8,disgust,0.1634239566054575
gpt3.5,patient,8,joy,0.08289135981797752
gpt3.5,patient,8,sadness,0.05959521509309482
gpt3.5,patient,8,fear,0.06971365622475315
gpt3.5,patient,8,anticipation,0.23943109238673832
gpt3.5,therapist,9,anger,0.22956964003787336
gpt3.5,therapist,9,trust,0.1923793307620058
gpt3.5,therapist,9,surprise,0.035295615690002655
gpt3.5,therapist,9,disgust,0.2917100139887072
gpt3.5,therapist,9,joy,0.008462019985471692
gpt3.5,therapist,9,sadness,0.035316186999247934
gpt3.5,therapist,9,fear,0.05688477086264638
gpt3.5,therapist,9,anticipation,0.15038242167404492
gpt3.5,patient,9,anger,0.1537465582224869
gpt3.5,patient,9,trust,0.10214029806506433
gpt3.5,patient,9,surprise,0.05492220026217
gpt3.5,patient,9,disgust,0.05202182213101273
gpt3.5,patient,9,joy,0.07969731234635574
gpt3.5,patient,9,sadness,0.2106535840362053
gpt3.5,patient,9,fear,0.090312880764125
gpt3.5,patient,9,anticipation,0.2565053441725801
gpt3.5,therapist,0,anger,0.0
gpt3.5,therapist,0,trust,0.0
gpt3.5,therapist,0,surprise,0.0
gpt3.5,therapist,0,disgust,0.0
gpt3.5,therapist,0,joy,0.0
gpt3.5,therapist,0,sadness,0.0
gpt3.5,therapist,0,fear,1.0
gpt3.5,therapist,0,anticipation,0.0
gpt3.5,patient,0,anger,0.0
gpt3.5,patient,0,trust,0.0
gpt3.5,patient,0,surprise,0.0
gpt3.5,patient,0,disgust,0.0
gpt3.5,patient,0,joy,0.0
gpt3.5,patient,0,sadness,0.0
gpt3.5,patient,0,fear,0.0
gpt3.5,patient,0,anticipation,0.0
gpt3.5,therapist,1,anger,0.15335443781134245
gpt3.5,therapist,1,trust,0.06161669021471699
gpt3.5,therapist,1,surprise,0.2047490436564407
gpt3.5,therapist,1,disgust,0.025627037948102442
gpt3.5,therapist,1,joy,0.026992694801601134
gpt3.5,therapist,1,sadness,0.07146747583832867
gpt3.5,therapist,1,fear,0.031254964436569756
gpt3.5,therapist,1,anticipation,0.42493765529289784
gpt3.5,patient,1,anger,0.06821301426678458
gpt3.5,patient,1,trust,0.18149254244494584
gpt3.5,patient,1,surprise,0.24833127533942156
gpt3.5,patient,1,disgust,0.031081927921004202
gpt3.5,patient,1,joy,0.03273827415856908
gpt3.5,patient,1,sadness,0.05163903928977679
gpt3.5,patient,1,fear,0.037907796982169104
gpt3.5,patient,1,anticipation,0.3485961295973288
gpt3.5,therapist,2,anger,0.0
gpt3.5,therapist,2,trust,0.0
gpt3.5,therapist,2,surprise,0.5
gpt3.5,therapist,2,disgust,0.0
gpt3.5,therapist,2,joy,0.0
gpt3.5,therapist,2,sadness,0.0
gpt3.5,therapist,2,fear,0.0
gpt3.5,therapist,2,anticipation,0.5
gpt3.5,patient,2,anger,0.18717140869011176
gpt3.5,patient,2,trust,0.07965252426480217
gpt3.5,patient,2,surprise,0.10790284245039743
gpt3.5,patient,2,disgust,0.028689875645508806
gpt3.5,patient,2,joy,0.02700110955381302
gpt3.5,patient,2,sadness,0.27792144564422605
gpt3.5,patient,2,fear,0.2063803165009491
gpt3.5,patient,2,anticipation,0.08528047725019157
gpt3.5,therapist,3,anger,0.2563851318225734
gpt3.5,therapist,3,trust,0.15618612269104715
gpt3.5,therapist,3,surprise,0.05243418695813219
gpt3.5,therapist,3,disgust,0.18248901391405842
gpt3.5,therapist,3,joy,0.22554204108269071
gpt3.5,therapist,3,sadness,0.0038099229000415702
gpt3.5,therapist,3,fear,0.008819983317133554
gpt3.5,therapist,3,anticipation,0.1143335973143229
gpt3.5,patient,3,anger,0.12356987670719474
gpt3.5,patient,3,trust,0.020170343073635535
gpt3.5,patient,3,surprise,0.13260461121446646
gpt3.5,patient,3,disgust,0.19104835957500638
gpt3.5,patient,3,joy,0.08620830539735755
gpt3.5,patient,3,sadness,0.27702381826259387
gpt3.5,patient,3,fear,0.15036064001570357
gpt3.5,patient,3,anticipation,0.019014045754041833
gpt3.5,therapist,4,anger,0.0685957535278036
gpt3.5,therapist,4,trust,0.09264142062057415
gpt3.5,therapist,4,surprise,0.1928362907537578
gpt3.5,therapist,4,disgust,0.2925313552115992
gpt3.5,therapist,4,joy,0.010213325389962669
gpt3.5,therapist,4,sadness,0.2686485039869788
gpt3.5,therapist,4,fear,0.035286297921939845
gpt3.5,therapist,4,anticipation,0.0392470525873838
gpt3.5,patient,4,anger,0.1767955707560198
gpt3.5,patient,4,trust,0.14687624100699156
gpt3.5,patient,4,surprise,0.16251272037936576
gpt3.5,patient,4,disgust,0.11877740475596027
gpt3.5,patient,4,joy,0.007827162567383167
gpt3.5,patient,4,sadness,0.21748472190478574
gpt3.5,patient,4,fear,0.10958483661661736
gpt3.5,patient,4,anticipation,0.06014134201287633
gpt3.5,therapist,5,anger,0.0780942023039984
gpt3.5,therapist,5,trust,0.16151032258789622
gpt3.5,therapist,5,surprise,0.1132349763612929
gpt3.5,therapist,5,disgust,0.18699655203690874
gpt3.5,therapist,5,joy,0.1717480620769619
gpt3.5,therapist,5,sadness,0.144043879925659
gpt3.5,therapist,5,fear,0.12872740928590132
gpt3.5,therapist,5,anticipation,0.01564459542138151
gpt3.5,patient,5,anger,0.19466591295297486
gpt3.5,patient,5,trust,0.0801545865691228
gpt3.5,patient,5,surprise,0.11242779544534232
gpt3.5,patient,5,disgust,0.1629454311383265
gpt3.5,patient,5,joy,0.25198698335068537
gpt3.5,patient,5,sadness,0.033710835642654355
gpt3.5,patient,5,fear,0.13941827435824147
gpt3.5,patient,5,anticipation,0.0246901805426522
gpt3.5,therapist,6,anger,0.04355396891839889
gpt3.5,therapist,6,trust,0.09955049185172384
gpt3.5,therapist,6,surprise,0.023589120396071313
gpt3.5,therapist,6,disgust,0.35541440932808477
gpt3.5,therapist,6,joy,0.12390450697559849
gpt3.5,therapist,6,sadness,0.2204463561188859
gpt3.5,therapist,6,fear,0.07080634128689225
gpt3.5,therapist,6,anticipation,0.06273480512434461
gpt3.5,patient,6,anger,0.0
gpt3.5,patient,6,trust,0.5
gpt3.5,patient,6,surprise,0.0
gpt3.5,patient,6,disgust,0.0
gpt3.5,patient,6,joy,0.0
gpt3.5,patient,6,sadness,0.5
gpt3.5,patient,6,fear,0.0
gpt3.5,patient,6,anticipation,0.0
gpt3.5,therapist,7,anger,0.02405745793536008
gpt3.5,therapist,7,trust,0.02438205331475371
gpt3.5,therapist,7,surprise,0.13392446131448768
gpt3.5,therapist,7,disgust,0.20293542395209424
gpt3.5,therapist,7,joy,0.07084014185862016
gpt3.5,therapist,7,sadness,0.3518800877246199
gpt3.5,therapist,7,fear,0.09599298860576444
gpt3.5,therapist,7,anticipation,0.09598738529429957
gpt3.5,patient,7,anger,0.0
gpt3.5,patient,7,trust,1.0
gpt3.5,patient,7,surprise,0.0
gpt3.5,patient,7,disgust,0.0
gpt3.5,patient,7,joy,0.0
gpt3.5,patient,7,sadness,0.0
gpt3.5,patient,7,fear,0.0
gpt3.5,patient,7,anticipation,0.0
gpt3.5,therapist,8,anger,0.12972755094744326
gpt3.5,therapist,8,trust,0.16791435231953256
gpt3.5,therapist,8,surprise,0.07278090815225166
gpt3.5,therapist,8,disgust,0.1309091683503372
gpt3.5,therapist,8,joy,0.05183156825502013
gpt3.5,therapist,8,sadness,0.11726293401145567
gpt3.5,therapist,8,fear,0.09367574822182301
